official_name,level,speakers,country,official,regional,minority,national,widely_spoken,country_count,max_urbanization,max_internet_use
!Xun,Vulnerable,18000,South Africa;Namibia;Angola,0,0,0,0,0,3,68.819,75.7
(Lower) Tanana,Critically Endangered,25,United States,0,0,0,0,0,1,83.298,93.1
A'ingae,Vulnerable,1500,Colombia;Ecuador,0,0,0,0,0,2,82.354,77.3
Aasáx,Extinct,0,Tanzania,0,0,0,0,0,1,37.409,29.1
Abaga,Critically Endangered,5,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Abai Sungai,Endangered,500,Malaysia,0,0,0,0,0,1,78.716,97.7
Abau,Threatened,7000,Papua New Guinea,0,0,0,0,1,1,13.723,24.1
Abaza,Vulnerable,47880,Russian Federation,0,0,0,0,0,1,75.331,92.2
Abellen Ayta,Threatened,3500,Philippines,0,0,0,0,0,1,48.287,83.8
Abinomn,Critically Endangered,50,Indonesia,0,0,0,0,0,1,58.572,69.2
Abom,Critically Endangered,15,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Abu,Threatened,2347,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Abu',Threatened,2560,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Abui,Threatened,16000,Indonesia,0,0,0,0,0,1,58.572,69.2
Abun,Threatened,3000,Indonesia,0,0,0,0,0,1,58.572,69.2
Achagua,Endangered,283,Colombia,0,0,0,0,0,1,82.354,77.3
Aché,Severely Endangered,200,Paraguay,0,0,0,0,0,1,63.149,78.1
Achi',Vulnerable,51593,Guatemala,0,0,0,0,0,1,53.098,56.1
Achuar,Threatened,5443,Peru;Ecuador,0,0,0,0,0,2,78.922,79.5
Achumawi,Critically Endangered,10,United States,0,0,0,0,0,1,83.298,93.1
Acoma-Laguna,Threatened,4000,United States,0,0,0,0,0,1,83.298,93.1
Adamorobe Sign Language,Threatened,35,Ghana,0,0,0,0,0,1,59.238,69.9
Adang,Endangered,7000,Indonesia,0,1,0,0,0,1,58.572,69.2
Adasen Itneg,Threatened,4000,Philippines,0,0,0,0,0,1,48.287,83.8
Adi,At risk,100190,India;China,0,1,0,0,1,2,64.57,77.5
Adithinngithigh,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Adnyamathanha,Endangered,100,Australia,0,0,0,0,0,1,86.617,97.1
Adzera,Vulnerable,28900,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Aer,Endangered,200,Pakistan,0,0,0,0,0,1,38.04,27.4
Afra,Threatened,115,Indonesia,0,0,0,0,0,1,58.572,69.2
Aftari,Endangered,500,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
Agavotaguerra,Extinct,0,Brazil,0,0,0,0,0,1,87.788,84.2
Aghu-Tharnggala,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Aghul,Threatened,18000,Russian Federation;Azerbaijan,0,0,0,0,0,2,75.331,92.2
Agi,Endangered,670,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Aguaruna,Vulnerable,55000,Peru,0,0,0,0,0,1,78.922,79.5
Aguna,Threatened,3470,Benin,0,0,0,0,0,1,50.1,32.2
Agwamin,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
Ahamb,Endangered,968,Vanuatu,0,0,0,0,0,1,25.976,45.7
Àhàn,Endangered,300,Nigeria,0,0,0,0,0,1,54.283,39.2
Ahtna,Critically Endangered,30,United States,0,0,0,0,0,1,83.298,93.1
Aikanã,Vulnerable,200,Brazil,0,0,0,0,0,1,87.788,84.2
Aiku,Endangered,819,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Aimele,Endangered,140,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Ainbai,Endangered,110,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Ainu (China),Threatened,12000,China,0,0,0,0,0,1,64.57,77.5
Ainu (Japan),Critically Endangered,2,Japan,0,0,0,0,0,1,92.043,87.0
Aiome,Endangered,620,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Aisi,Endangered,250,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Äiwoo,Vulnerable,7926,Solomon Islands,0,0,0,0,0,1,26.037,42.5
Ajumbu,Endangered,300,Cameroon,0,0,0,0,0,1,59.315,41.9
Ak,Severely Endangered,80,Papua New Guinea,2,5,11,2,2,1,13.723,24.1
Akateko,Threatened,5572,Guatemala;Mexico,0,0,0,0,0,2,81.582,81.2
Ake,Vulnerable,2000,Nigeria,0,0,0,0,0,1,54.283,39.2
Akeu,Threatened,5000,China;Myanmar;Thailand,0,0,0,0,0,3,64.57,89.5
Akhvakh,Threatened,5000,Russian Federation,0,0,0,0,0,1,75.331,92.2
Akkala Saami,Critically Endangered,1,Russian Federation,0,0,0,0,0,1,75.331,92.2
Akoye,Endangered,800,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Akum,Endangered,600,Nigeria;Cameroon,0,0,0,0,0,2,59.315,41.9
Akuntsú,Critically Endangered,3,Brazil,0,0,0,0,0,1,87.788,84.2
Al-Sayyid Bedouin Sign Language,Endangered,150,Israel,0,0,0,0,0,1,92.854,87.0
Alabama,Endangered,300,United States,0,0,0,0,0,1,83.298,93.1
Alabugat Tatar,Threatened,400,Russian Federation,0,0,0,0,0,1,75.331,92.2
Alago,Vulnerable,15000,Nigeria,0,0,0,0,0,1,54.283,39.2
Alagwa,Threatened,10000,Tanzania,0,0,0,0,0,1,37.409,29.1
Alamblak,Threatened,1200,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Alawa,Critically Endangered,17,Australia,0,0,0,0,0,1,86.617,97.1
Albarradas Zapotec,Threatened,5500,Mexico,0,0,0,0,0,1,81.582,81.2
Alekano,Vulnerable,25000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Aleut,Endangered,100,Russian Federation;United States,0,0,0,0,0,2,83.298,93.1
Alfendio,Endangered,633,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Algherese Catalan,Vulnerable,30000,Italy,0,0,0,0,0,1,71.973,87.0
Alngith,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
Alto Marañón Quechua,Vulnerable,83400,Peru,0,0,0,0,0,1,78.922,79.5
Alu,Threatened,1880,Papua New Guinea,1,1,1,1,0,1,13.723,24.1
Alune,Vulnerable,12000,Indonesia,0,0,0,0,0,1,58.572,69.2
Aluo,Endangered,40000,China,0,0,0,0,0,1,64.57,77.5
Alutiiq,Severely Endangered,200,United States,0,0,0,0,0,1,83.298,93.1
Alutor,Severely Endangered,2000,Russian Federation,0,0,0,0,0,1,75.331,92.2
Alyawarr,Vulnerable,1664,Australia,0,0,0,0,0,1,86.617,97.1
Ama,Vulnerable,450,Papua New Guinea,3,2,1,4,0,1,13.723,24.1
Amahai,Critically Endangered,50,Indonesia,0,0,0,0,0,1,58.572,69.2
Amal,Endangered,388,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Amami,Severely Endangered,37000,Japan,0,0,0,0,0,1,92.043,87.0
Amanab,Threatened,3500,Indonesia;Papua New Guinea,0,0,0,0,0,2,58.572,69.2
Amara,Endangered,231,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Amarasi,Vulnerable,70000,Indonesia,0,0,0,0,0,1,58.572,69.2
Ambakich,Endangered,770,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Ambele,Vulnerable,3600,Cameroon,0,0,0,0,0,1,59.315,41.9
Ambulas,Vulnerable,33000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Ampari,Threatened,5200,Mali,0,0,0,0,0,1,46.189,35.1
Ampibabo,Threatened,6000,Indonesia,0,0,0,0,0,1,58.572,69.2
Amto,Endangered,230,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Amur Nivkh,Severely Endangered,500,Russian Federation,0,0,0,0,0,1,75.331,92.2
Amurdak,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
Anaang,Vulnerable,733040,Nigeria,0,0,0,0,0,1,54.283,39.2
Anakalangu,Vulnerable,25000,Indonesia,0,0,0,0,0,1,58.572,69.2
Anam,Threatened,1070,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Andajin,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
Andarum,Endangered,830,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Ande,Endangered,500,Vanuatu,0,2,1,1,0,1,25.976,45.7
Andi,Vulnerable,20000,Russian Federation,2,0,0,1,1,1,75.331,92.2
Andio,Threatened,1700,Indonesia,0,0,0,0,0,1,58.572,69.2
Anejom̃,Endangered,900,Vanuatu,0,0,0,0,0,1,25.976,45.7
Anem,Endangered,843,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Angaité,Severely Endangered,780,Paraguay,0,0,0,0,0,1,63.149,78.1
Angor,Threatened,1250,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Angoram,Threatened,6514,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Anii,Vulnerable,25000,Togo;Benin,0,0,0,0,0,2,50.1,37.0
Animere,Severely Endangered,30,Ghana,0,0,0,0,0,1,59.238,69.9
Anindilyakwa,Threatened,1500,Australia,0,0,0,0,0,1,86.617,97.1
Anmatyerre,Threatened,1000,Australia,0,0,0,0,0,1,86.617,97.1
Anong,Critically Endangered,4040,China;Myanmar,0,0,0,0,0,2,64.57,77.5
Anor,Endangered,450,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Antakirinya,Severely Endangered,50,Australia,0,0,0,0,0,1,86.617,97.1
Antekerrepenh,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
Anuki,Threatened,574,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Anus,Endangered,320,Indonesia,0,0,0,0,0,1,58.572,69.2
Anuta,Endangered,340,Solomon Islands,0,0,0,0,0,1,26.037,42.5
Aore,Extinct,0,Vanuatu,0,0,0,0,0,1,25.976,45.7
Ap Ma,Threatened,6500,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Apalaí,Endangered,317,Brazil,0,0,0,0,0,1,87.788,84.2
Apuriná,Endangered,400,Brazil,0,0,0,0,0,1,87.788,84.2
Aputai,Endangered,150,Indonesia,0,0,0,0,0,1,58.572,69.2
Arabana-Wangkangurru,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Arabela,Critically Endangered,30,Peru,0,0,0,0,0,1,78.922,79.5
Aragonese,Endangered,10000,Spain,0,0,1,0,0,1,81.552,95.4
Araki,Critically Endangered,15,Vanuatu,0,0,0,0,0,1,25.976,45.7
Arapaho,Severely Endangered,1000,United States,0,0,0,0,0,1,83.298,93.1
Arapaso,Extinct,0,Brazil,0,0,0,0,0,1,87.788,84.2
Araweté,Endangered,339,Brazil,0,0,0,0,0,1,87.788,84.2
Arawum,Severely Endangered,73,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Arbëreshë,Vulnerable,100000,Italy,0,0,0,0,0,1,71.973,87.0
Archi,Threatened,1237,Russian Federation,0,0,0,0,0,1,75.331,92.2
Arem,Critically Endangered,100,Viet Nam;Lao PDR,0,0,0,0,0,2,39.48,78.1
Arguni,Endangered,150,Indonesia,0,0,0,0,0,1,58.572,69.2
Ari,Severely Endangered,50,Papua New Guinea,7,3,8,5,1,1,13.723,24.1
Ariba,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
Arifama-Miniafia,Threatened,3470,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Arikapú,Critically Endangered,1,Brazil,0,0,0,0,0,1,87.788,84.2
Arikara,Critically Endangered,10,United States,0,0,0,0,0,1,83.298,93.1
Aromanian,Threatened,350000,Bulgaria;Romania;Greece;Macedonia;Albania;Bosnia and Herzegovina;Serbia,0,0,1,0,0,7,80.673,89.2
Arta,Critically Endangered,11,Philippines,0,0,0,0,0,1,48.287,83.8
Aru,Endangered,270,Papua New Guinea,1,1,1,1,0,1,13.723,24.1
Aruá,Critically Endangered,5,Brazil,0,0,0,0,0,1,87.788,84.2
Aruamu,Threatened,5350,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Aruek,Endangered,614,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Aruop,Endangered,700,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Arutani,Critically Endangered,1,"Brazil;Venezuela, RB",0,0,0,0,0,2,88.438,84.2
Arvanitika,Vulnerable,50000,Greece,0,0,0,0,0,1,80.673,85.0
As,Critically Endangered,6,Indonesia,7,8,7,3,2,1,58.572,69.2
Asaba,Threatened,145,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Ashkun,Threatened,7000,Afghanistan,0,0,0,0,0,1,26.933,17.7
Ashtiani,Vulnerable,21100,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
Assangori,Vulnerable,23500,Sudan;Chad,0,0,0,0,0,2,36.342,13.2
Assiniboine,Endangered,150,United States;Canada,0,0,0,0,0,2,83.298,94.0
Asturian,At risk,110000,Spain;Portugal,0,0,0,0,0,2,81.552,95.4
Asumboa,Severely Endangered,10,Solomon Islands,0,0,0,0,0,1,26.037,42.5
Asunción Mixtepec Zapotec,Severely Endangered,100,Mexico,0,0,0,0,0,1,81.582,81.2
Asuriní do Tocantins,Endangered,384,Brazil,0,0,0,0,0,1,87.788,84.2
Ata,Critically Endangered,4,Philippines,1,3,4,0,1,1,48.287,83.8
Atampaya,Critically Endangered,4,Australia,0,0,0,0,0,1,86.617,97.1
Athpariya,Threatened,3658,Nepal,0,0,0,0,0,1,21.903,55.8
Ati (Philippines),Endangered,1500,Philippines,0,0,0,0,0,1,48.287,83.8
Ati (Vanuatu),Severely Endangered,85,Vanuatu,0,0,0,0,0,1,25.976,45.7
Atin,Endangered,120,Vanuatu,1,0,0,0,0,1,25.976,45.7
Atong (Cameroon),Vulnerable,4200,Cameroon,0,0,0,0,0,1,59.315,41.9
Atsugewi,Extinct,0,United States,0,0,0,0,0,1,83.298,93.1
Attikamek,Vulnerable,3000,Canada,0,0,0,0,0,1,81.862,94.0
Au,Threatened,4200,Papua New Guinea,6,3,0,1,2,1,13.723,24.1
Aulua,Endangered,750,Vanuatu,0,0,0,0,0,1,25.976,45.7
Auré,Extinct,0,Brazil,0,0,0,0,0,1,87.788,84.2
Australian Sign Language,Threatened,6500,Australia,0,0,0,0,0,1,86.617,97.1
Auvergnat,Threatened,150000,France,0,0,0,0,0,1,81.777,86.8
Auwe,Endangered,270,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Auye,Endangered,350,Indonesia,0,0,0,0,0,1,58.572,69.2
Avá,Severely Endangered,16,Brazil,0,0,0,0,0,1,87.788,84.2
Avava,Vulnerable,700,Vanuatu,0,0,0,0,0,1,25.976,45.7
Aveteian,Severely Endangered,50,Vanuatu,0,0,0,0,0,1,25.976,45.7
Avok,Endangered,500,Vanuatu,0,0,0,0,0,1,25.976,45.7
Awa Pit,Vulnerable,17464,Colombia;Ecuador,0,0,0,0,0,2,82.354,77.3
Awakateko,Vulnerable,16272,Guatemala,0,0,0,0,0,1,53.098,56.1
Awar,Severely Endangered,1153,Papua New Guinea,1,0,0,0,0,1,13.723,24.1
Awbono,Vulnerable,100,Indonesia,0,0,0,0,0,1,58.572,69.2
Aweer,Endangered,200,Kenya;Somalia,0,0,0,0,0,2,47.92,35.0
Awera,Endangered,100,Indonesia,0,0,0,0,0,1,58.572,69.2
Awetí,Endangered,225,Brazil,0,0,0,0,0,1,87.788,84.2
Awiakay,Threatened,300,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Awjilah,Threatened,2000,Libya,0,0,0,0,0,1,81.606,88.5
Awngthim,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Awtuw,Endangered,400,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Awu Laya,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Awun,Endangered,384,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Awyi,Endangered,400,Indonesia,0,0,0,0,0,1,58.572,69.2
Ayacucho Quechua,At risk,850000,Peru,0,0,0,0,0,1,78.922,79.5
Ayapanec Zoque,Critically Endangered,3,Mexico,0,0,0,0,0,1,81.582,81.2
Ayapathu,Critically Endangered,6,Australia,0,0,0,0,0,1,86.617,97.1
Ayerreyenge,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Ayi,Endangered,430,Papua New Guinea,0,1,0,0,0,1,13.723,24.1
Ayoquezco,Endangered,880,Mexico,0,0,0,0,0,1,81.582,81.2
Ayu,Severely Endangered,200,Nigeria,2,0,0,0,0,1,54.283,39.2
Baan,Threatened,5000,Nigeria,0,0,0,0,0,1,54.283,39.2
Baba Malay,Critically Endangered,2000,Malaysia;Singapore,0,0,0,0,0,2,100.0,97.7
Babalia Creole Arabic,Threatened,3940,Chad,0,0,0,0,0,1,24.366,13.2
Babanki,Endangered,20000,Cameroon,0,0,0,0,0,1,59.315,41.9
Bade,At risk,250000,Nigeria,0,0,0,0,0,1,54.283,39.2
Bädi Kanum,Severely Endangered,10,Indonesia,0,0,0,0,0,1,58.572,69.2
Badimaya,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Badjiri,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
Badyara,Vulnerable,12000,Senegal;Guinea;Guinea-Bissau,0,0,0,0,0,3,49.579,60.6
Baga Binari,Threatened,3000,Guinea,0,0,0,0,0,1,38.085,26.5
Baga Koga,Threatened,5000,Guinea,0,0,0,0,0,1,38.085,26.5
Baga Manduri,Threatened,4000,Guinea,0,0,0,0,0,1,38.085,26.5
Baga Mboteni,Threatened,4900,Guinea,0,0,0,0,0,1,38.085,26.5
Baga Sitemu,Threatened,4000,Guinea,0,0,0,0,0,1,38.085,26.5
Bago-Kusuntu,Threatened,7500,Togo,0,0,0,0,0,1,44.49,37.0
Bagupi,Endangered,58,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Bagvalal,Threatened,6000,Russian Federation,0,0,0,0,0,1,75.331,92.2
Bahinemo,Vulnerable,700,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Bahonsuai,Endangered,180,Indonesia,0,0,0,0,0,1,58.572,69.2
Baibai,Endangered,271,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Baicoca-Siecoca,Threatened,1174,Peru;Colombia;Ecuador,0,0,0,0,0,3,82.354,79.5
Baikeno,Vulnerable,20000,Timor-Leste,0,0,0,0,0,1,32.456,34.0
Baima,Threatened,10000,China,0,0,0,0,0,1,64.57,77.5
Bainouk-Gunyaamolo,Threatened,6000,Senegal;Gambia,0,0,0,0,0,2,49.579,60.6
Bainouk-Samik,Threatened,1850,Senegal,0,0,0,0,0,1,49.579,60.6
Baïnounk Gubëeher,Threatened,1100,Senegal,0,0,0,0,0,1,49.579,60.6
Bajelani,Vulnerable,20000,"Iran, Islamic Rep.;Iraq",0,0,0,0,0,2,77.257,81.7
"Baka (East Region, Cameroon)",Vulnerable,50000,Gabon;Cameroon,0,0,0,0,0,2,91.029,71.9
"Baka (Far North Region, Cameroon)",Severely Endangered,140,Cameroon,0,0,0,0,0,1,59.315,41.9
Bakairí,Endangered,900,Brazil,0,0,0,0,0,1,87.788,84.2
Baki,Endangered,150,Vanuatu,0,0,0,0,0,1,25.976,45.7
Bakole,Endangered,300,Cameroon,0,0,0,0,0,1,59.315,41.9
Bakpinka,Threatened,3416,Nigeria,0,0,0,0,0,1,54.283,39.2
Balaesang,Threatened,3200,Indonesia,0,0,0,0,0,1,58.572,69.2
Baldemu,Critically Endangered,3,Cameroon,0,0,0,0,0,1,59.315,41.9
Bali,Threatened,1000,Nigeria,0,0,0,0,0,1,54.283,39.2
Balkan Gagauz Turkish,Threatened,331000,Turkey;Bulgaria;Macedonia,0,0,0,0,0,3,76.701,80.4
Balkan Romani,At risk,611800,"Turkey;Germany;Russian Federation;Ukraine;Bulgaria;Romania;Lithuania;France;Iran, Islamic Rep.;Italy;Greece;Macedonia;Moldova;United Kingdom;Poland;Czech Republic;Netherlands;Switzerland;Finland;Austria;Croatia;Latvia;Slovakia;Hungary;Albania;Belarus;Bosnia and Herzegovina;Slovenia;Serbia;Montenegro",0,0,0,0,0,30,93.179,97.3
Balti,At risk,270000,Pakistan;India,0,0,0,0,0,2,38.04,27.4
Baltic Romani,Vulnerable,58460,Turkey;Germany;Russian Federation;Ukraine;Bulgaria;Romania;Lithuania;France;Italy;Greece;Macedonia;United Kingdom;Poland;Czech Republic;Netherlands;Switzerland;Finland;Austria;Croatia;Latvia;Slovakia;Hungary;Albania;Belarus;Bosnia and Herzegovina;Slovenia;Serbia;Montenegro,0,0,0,0,0,28,93.179,97.3
Ban Khor Sign Language,Endangered,400,Thailand,0,0,0,0,0,1,53.608,89.5
Bana,Vulnerable,23000,Cameroon,0,1,0,0,0,1,59.315,41.9
Banaro,Threatened,2569,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Banawá,Endangered,100,Brazil,0,0,0,0,0,1,87.788,84.2
Bandial,Threatened,7000,Senegal,0,0,0,0,0,1,49.579,60.6
Bandjalang,Severely Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
Bangandu,Threatened,2700,Cameroon;Congo,0,0,0,0,0,2,59.315,41.9
Bangime,Threatened,3000,Mali,0,0,0,0,0,1,46.189,35.1
Bangka,Critically Endangered,50,Indonesia,0,0,0,0,0,1,58.572,69.2
Baniwa,Threatened,9554,"Brazil;Colombia;Venezuela, RB",0,1,0,0,0,3,88.438,84.2
Bankagooma,Threatened,6000,Mali,0,0,0,0,0,1,46.189,35.1
Bankan Tey,Threatened,1320,Mali,0,0,0,0,0,1,46.189,35.1
Bankon,Vulnerable,12000,Cameroon,0,0,0,0,0,1,59.315,41.9
Bantawa,Threatened,371056,Nepal,0,0,0,0,0,1,21.903,55.8
Bará,Endangered,130,Brazil;Colombia,0,0,0,0,0,2,87.788,84.2
Baraba Tatar,Critically Endangered,8000,Russian Federation,0,0,0,0,0,1,75.331,92.2
Barababaraba,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
Barain,Threatened,5000,Chad,0,0,0,0,0,1,24.366,13.2
Baram,Critically Endangered,53,Nepal,0,0,0,0,0,1,21.903,55.8
Barambu,Vulnerable,25600,"Congo, Dem. Rep.",0,0,0,0,0,1,47.444,30.5
Baras,Endangered,200,Indonesia,0,0,0,0,0,1,58.572,69.2
Barasano,Threatened,1924,Brazil;Colombia,0,0,0,0,0,2,87.788,84.2
Bardi,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
Barí,Vulnerable,4000,"Colombia;Venezuela, RB",0,0,0,0,0,2,88.438,77.3
Barombi,Threatened,3000,Cameroon,0,0,0,0,0,1,59.315,41.9
Barrow Point,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
Bartangi,Vulnerable,2425,Tajikistan,0,0,0,0,0,1,28.234,56.8
Bashkardi,Threatened,7030,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
Bassa-Kontagora,Critically Endangered,10,Nigeria,0,0,0,0,0,1,54.283,39.2
Bassari,Vulnerable,25000,Senegal;Guinea;Guinea-Bissau,0,0,0,0,0,3,49.579,60.6
Bataan Ayta,Endangered,527,Philippines,0,0,0,0,0,1,48.287,83.8
Batak,Endangered,200,Philippines,0,0,0,0,1,1,48.287,83.8
Batek,Endangered,960,Malaysia,0,0,0,0,0,1,78.716,97.7
Bateri,Vulnerable,28251,Pakistan;India,0,0,0,0,0,2,38.04,27.4
Baṭḥari,Severely Endangered,100,Yemen;Oman,0,0,0,0,0,2,88.4,95.3
Bati (Cameroon),Endangered,800,Cameroon,0,0,0,0,0,1,59.315,41.9
Bati (Indonesia),Threatened,3500,Indonesia,0,0,0,0,0,1,58.572,69.2
Batjamalh,Severely Endangered,12,Australia,0,0,0,0,0,1,86.617,97.1
Batsbi,Severely Endangered,800,Georgia,0,0,0,0,0,1,60.727,81.9
Batta,Severely Endangered,150,Indonesia,0,0,0,0,0,1,58.572,69.2
Baure,Critically Endangered,20,Bolivia,1,0,0,0,0,1,71.186,70.2
Bayono,Vulnerable,100,Indonesia,0,0,0,0,0,1,58.572,69.2
Bayot,Vulnerable,17150,Senegal;Gambia;Guinea-Bissau,0,0,0,0,0,3,49.579,60.6
Bearlake,Endangered,580,Canada,0,0,0,0,0,1,81.862,94.0
Bebeli,Severely Endangered,780,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Bedoanas,Endangered,180,Indonesia,0,0,0,0,0,1,58.572,69.2
Beeke,Endangered,1000,"Congo, Dem. Rep.",0,0,0,0,0,1,47.444,30.5
Behoa,Endangered,6000,Indonesia,0,0,0,0,0,1,58.572,69.2
Belait,Severely Endangered,700,Malaysia;Brunei,0,0,0,0,0,2,78.716,97.7
Bele,Endangered,120,Nigeria,2,0,0,0,0,1,54.283,39.2
Belhariya,Severely Endangered,3,Nepal,0,0,0,0,0,1,21.903,55.8
Beli (Papua New Guinea),Vulnerable,1453,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Ben Tey,Threatened,3000,Mali,0,0,0,0,0,1,46.189,35.1
Bende,Endangered,41290,Tanzania,0,0,0,0,0,1,37.409,29.1
Benggoi,Endangered,320,Indonesia,0,0,0,0,0,1,58.572,69.2
Bepour,Severely Endangered,3,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Berakou,Critically Endangered,2,Chad,0,0,0,0,0,1,24.366,13.2
Berbice Creole Dutch,Extinct,0,Guyana,0,0,0,0,0,1,27.162,81.7
Bering Aleut,Extinct,0,Russian Federation,0,0,0,0,0,1,75.331,92.2
Berinomo,Endangered,178,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Besme,Threatened,1230,Chad,0,0,0,0,0,1,24.366,13.2
Betaf,Endangered,600,Indonesia,0,0,0,0,0,1,58.572,69.2
Bete,Severely Endangered,3,Nigeria,0,0,0,0,0,1,54.283,39.2
Beti,Endangered,200,Côte d'Ivoire,0,0,0,0,0,1,53.149,40.7
Bezhta,Threatened,6200,Russian Federation,0,0,0,0,0,1,75.331,92.2
Bhadrawahi,Vulnerable,69000,Pakistan;India,0,0,0,0,0,2,38.04,27.4
Bhaya,Endangered,700,Pakistan,0,0,0,0,0,1,38.04,27.4
Biafada,Vulnerable,44900,Guinea-Bissau,0,0,0,0,0,1,45.466,32.5
Biak,Severely Endangered,70000,Indonesia,0,0,0,0,0,1,58.572,69.2
Bibbulman,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Bidjara,Severely Endangered,20,Australia,0,0,0,0,0,1,86.617,97.1
Bierebo,Threatened,1000,Vanuatu,0,0,0,0,0,1,25.976,45.7
Bieria,Severely Endangered,25,Vanuatu,0,0,0,0,0,1,25.976,45.7
Biga,Threatened,300,Indonesia,0,0,0,0,0,1,58.572,69.2
Bigambal,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
Bikya,Critically Endangered,1,Cameroon,0,0,0,0,0,1,59.315,41.9
Bilen,Vulnerable,90000,Eritrea,0,0,0,0,0,1,43.267,20.0
Bilinarra,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
Biliru,Severely Endangered,50,Vanuatu,0,0,0,0,0,1,25.976,45.7
Bilua,Threatened,8740,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Bima,At risk,500000,Indonesia,0,0,0,0,0,1,58.572,69.2
Bimin,Vulnerable,2000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
Bina,Threatened,7000,Nigeria,0,0,0,0,0,1,54.283,39.2
Binbinka,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
Bininj Gun-wok,Threatened,1600,Australia,0,0,0,0,0,1,86.617,97.1
Biritai,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
