glottocode,language_name,lang_family,endangerment_level,lang_family_count,domains_of_use,speaker_number,speaker_number_trends,transmission,elcat_endangerment,country_count,max_gdp_percapita,avg_gdp_percapita,max_internet,avg_internet,max_urban,avg_urban,max_urban_growth,avg_urban_growth,official,regional,national,minority,widely_spoken,area_Africa,area_Australia,area_Eurasia,area_North America,area_Papunesia,area_South America
awar1249,Awar,Ramu,3,24.0,4,3,4,3,severely endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
kire1240,Kire,Ramu,1,24.0,,2,,,threatened,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
arua1260,Aruamu,Ramu,1,24.0,,2,,,threatened,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
sepe1240,Sepen,Ramu,1,24.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
anor1241,Anor,Ramu,1,24.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
aiom1240,Aiome,Ramu,1,24.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
abuu1241,Abu,Ramu,1,24.0,,2,,,threatened,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
goro1261,Gorovu,Ramu,4,24.0,,4,5,,critically endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
tang1356,Tanguat,Ramu,1,24.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
anda1284,Andarum,Ramu,1,24.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
kang1291,Kanggape,Ramu,1,24.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
tang1355,Tanggu,Ramu,1,24.0,,2,,,threatened,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
inap1241,Itutang-Inapang,Ramu,1,24.0,,2,,,threatened,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
akru1241,Chini,Ramu,3,24.0,,4,,,severely endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
komi1271,Kominimung,Ramu,1,24.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
igan1243,Igana,Ramu,1,24.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
romk1240,Romkun,Ramu,1,24.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
brer1240,Breri,Ramu,1,24.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
naml1240,Namla,Namla-Tofanma,3,2.0,,4,,3,severely endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
tofa1246,Tofanma,Namla-Tofanma,2,2.0,,3,,0,vulnerable,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
kadi1248,Kadiwéu,Guaicuruan,1,5.0,,2,,,threatened,1,10310.5488778166,10310.5488778166,84.46347227,84.46347227,87.8958549533146,87.8958549533146,0.724401697459186,0.724401697459186,0,0,0,0,0,0,0,0,0,0,1
abip1241,Abipon,Guaicuruan,5,5.0,,,,,,1,13969.7836603737,13969.7836603737,89.66715228,89.66715228,92.2742315972952,92.2742315972952,0.432261342079918,0.432261342079918,0,0,0,0,0,0,0,0,0,0,1
moco1246,Mocoví,Guaicuruan,1,5.0,,2,,,threatened,1,13969.7836603737,13969.7836603737,89.66715228,89.66715228,92.2742315972952,92.2742315972952,0.432261342079918,0.432261342079918,0,0,0,0,0,0,0,0,0,0,1
toba1269,Toba,Guaicuruan,2,5.0,,1,,,vulnerable,3,13969.7836603737,8269.01561632738,89.66715228,83.64997229,92.2742315972952,77.79087852113003,1.97522945625298,1.4103971612053028,0,0,0,0,0,0,0,0,0,0,1
pila1245,Pilagá,Guaicuruan,1,5.0,,2,,,threatened,2,13969.7836603737,10192.940375041075,89.66715228,85.622610105,92.2742315972952,81.06824509299565,1.97522945625298,1.203745399166449,0,0,0,0,0,0,0,0,0,0,1
orya1242,Orya,Tor-Orya,2,13.0,,,,,,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
beri1254,Berik,Tor-Orya,2,13.0,,,,,,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
mand1443,Mander,Tor-Orya,3,13.0,,4,,,severely endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
kwes1245,Kwesten,Tor-Orya,1,13.0,,,,,,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
itik1240,Itik,Tor-Orya,3,13.0,,4,,,severely endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
mare1261,Maremgi,Tor-Orya,3,13.0,,4,,,severely endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
jofo1235,Jofotek-Bromnya,Tor-Orya,2,13.0,,,,,,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
dabe1239,Dabe,Tor-Orya,1,13.0,,3,,,endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
kwin1242,Kwinsu,Tor-Orya,2,13.0,,,,,,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
bone1255,Bonerif,Tor-Orya,4,13.0,,5,,,critically endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
kede1239,Keder,Tor-Orya,1,13.0,,3,,,endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
vito1235,Vitou,Tor-Orya,1,13.0,,,,,,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
beta1253,Betaf,Tor-Orya,1,13.0,,3,,,endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
yagu1244,Yagua,Peba-Yagua,1,3.0,,2,,,threatened,2,8452.37167056621,8185.79026940983,81.95705992,80.651246455,85.1912729600355,81.8561770733235,1.57651042813743,1.482072997801865,0,0,0,0,0,0,0,0,0,0,1
peba1243,Peba,Peba-Yagua,5,3.0,,,,,,1,8452.37167056621,8452.37167056621,81.95705992,81.95705992,85.1912729600355,85.1912729600355,1.57651042813743,1.57651042813743,0,0,0,0,0,0,0,0,0,0,1
yame1242,Yameo,Peba-Yagua,5,3.0,,,,,dormant,1,8452.37167056621,8452.37167056621,81.95705992,81.95705992,85.1912729600355,85.1912729600355,1.57651042813743,1.57651042813743,0,0,0,0,0,0,0,0,0,0,1
ning1275,Ningera,Border,1,15.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
ainb1238,Ainbai,Border,1,15.0,2,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
kilm1241,Kilmeri,Border,1,15.0,2,2,,,threatened,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
pagi1244,Pagi,Border,1,15.0,2,2,,,threatened,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
aman1265,Amanab,Border,1,15.0,,2,,,threatened,2,4925.43048751861,3966.06806615392,72.78075544,45.796177584999995,58.7509635387997,37.0785725895665,4.06785501758394,2.9825253486044603,0,0,0,0,0,0,0,0,0,1,0
wari1266,Waris,Border,1,15.0,,2,,,threatened,2,4925.43048751861,3966.06806615392,72.78075544,45.796177584999995,58.7509635387997,37.0785725895665,4.06785501758394,2.9825253486044603,0,0,0,0,0,0,0,0,0,1,0
mane1266,Manem,Border,1,15.0,,3,,,endangered,2,4925.43048751861,3966.06806615392,72.78075544,45.796177584999995,58.7509635387997,37.0785725895665,4.06785501758394,2.9825253486044603,0,0,0,0,0,0,0,0,0,1,0
imon1245,Imonda,Border,1,15.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
seng1285,Senggi,Border,1,15.0,,3,2,,endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
umed1238,Umeda-Punda,Border,0,15.0,,,,,,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
sowa1245,Sowanda,Border,1,15.0,,2,,,threatened,2,4925.43048751861,3966.06806615392,72.78075544,45.796177584999995,58.7509635387997,37.0785725895665,4.06785501758394,2.9825253486044603,0,0,0,0,0,0,0,0,0,1,0
daon1243,Daonda,Border,1,15.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
auwe1239,Auwe,Border,1,15.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
awyi1241,Awyi,Border,1,15.0,,3,3,,endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
taik1255,Taikat,Border,1,15.0,,3,2,,endangered,1,4925.43048751861,4925.43048751861,72.78075544,72.78075544,58.7509635387997,58.7509635387997,1.89719567962498,1.89719567962498,0,0,0,0,0,0,0,0,0,1,0
cauq1239,Cauqui of Cachuy,Aymaran,4,4.0,,,,,,1,8452.37167056621,8452.37167056621,81.95705992,81.95705992,85.1912729600355,85.1912729600355,1.57651042813743,1.57651042813743,0,0,0,0,0,0,0,0,0,0,1
jaqa1244,Jaqaru,Aymaran,3,4.0,,3,,,severely endangered,1,8452.37167056621,8452.37167056621,81.95705992,81.95705992,85.1912729600355,85.1912729600355,1.57651042813743,1.57651042813743,0,0,0,0,0,0,0,0,0,0,1
cent2142,Central Aymara,Aymaran,2,4.0,,,,,,4,16709.8893972307,10888.30270676765,95.590243,86.729787965,92.2742315972952,84.42418519566228,1.82370068528301,1.1428730078216551,0,0,0,0,0,0,0,0,0,0,1
sout2996,Southern Aymara,Aymaran,0,4.0,,0,,,at risk,4,16709.8893972307,10888.30270676765,95.590243,86.729787965,92.2742315972952,84.42418519566228,1.82370068528301,1.1428730078216551,1,1,0,0,0,0,0,0,0,0,1
tura1265,Turaka,Dagan,3,9.0,,4,,,severely endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
onjo1240,Onjob,Dagan,1,9.0,,3,,,endangered,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
uman1240,Umanakaina,Dagan,0,9.0,,,,,,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
ginu1240,Ginuman,Dagan,0,9.0,,,,,,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
kana1288,Kanasi,Dagan,0,9.0,,,,,,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
maiw1251,Maiwa (Papua New Guinea),Dagan,0,9.0,,,,,,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
dima1252,Dima,Dagan,0,9.0,,,,,,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
mape1250,Mapena,Dagan,2,9.0,,,,,,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
daga1275,Daga,Dagan,0,9.0,,,,,,1,3006.70564478923,3006.70564478923,18.81159973,18.81159973,15.4061816403333,15.4061816403333,4.06785501758394,4.06785501758394,0,0,0,0,0,0,0,0,0,1,0
pech1241,Pech,Chibchan,3,27.0,,3,,4,severely endangered,1,3426.43483328923,3426.43483328923,58.62269974,58.62269974,58.7850728104829,58.7850728104829,2.49057240695025,2.49057240695025,0,0,0,0,0,0,0,0,1,0,0
chim1309,Chimila,Chibchan,1,27.0,,3,,,threatened,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,0,0,1
cogu1240,Cogui,Chibchan,2,27.0,,2,,,vulnerable,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,0,0,1
arhu1242,Arhuaco,Chibchan,2,27.0,,1,,,vulnerable,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,0,0,1
mala1522,Malayo,Chibchan,1,27.0,,2,,,threatened,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,0,0,1
kank1244,Kankuamo,Chibchan,5,27.0,,,,,,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,0,0,1
bari1297,Barí,Chibchan,2,27.0,,2,0,1,vulnerable,2,7919.20886825345,6068.39994734368,79.34543299,78.01216733000001,89.285859883201,83.90347053490625,1.3876355674663,0.8987269869421874,0,0,0,0,0,0,0,0,0,0,1
west2651,Western Tunebo,Chibchan,1,27.0,,,,,,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,0,0,1
barr1251,Barro Negro Tunebo,Chibchan,1,27.0,,,,,,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,0,0,1
ango1257,Angosturas Tunebo,Chibchan,1,27.0,,,,,,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,0,0,1
cent2150,Central Tunebo,Chibchan,1,27.0,,,,,,2,7919.20886825345,6068.39994734368,79.34543299,78.01216733000001,89.285859883201,83.90347053490625,1.3876355674663,0.8987269869421874,0,0,0,0,0,0,0,0,0,0,1
chib1270,Chibcha,Chibchan,5,27.0,,,,,,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,0,0,1
duit1239,Duit,Chibchan,5,27.0,,,,,,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,0,0,1
bugl1243,Buglere,Chibchan,1,27.0,,2,,,threatened,1,19161.2188501596,19161.2188501596,72.77149963,72.77149963,65.9958447685488,65.9958447685488,1.47211283915818,1.47211283915818,0,0,0,0,0,0,0,0,1,0,0
ngab1239,Ngäbere,Chibchan,1,27.0,,2,,,threatened,2,19161.2188501596,18874.1860352539,87.17019653,79.97084808,79.3107672397967,72.65330600417275,1.47211283915818,1.24537985248217,0,0,0,0,0,0,0,0,1,0,0
sanb1242,San Blas Kuna,Chibchan,2,27.0,,,,,,2,19161.2188501596,13540.213859206524,79.34543299,76.05846631,78.5210811866115,72.25846297758015,1.47211283915818,1.4298742033122398,0,0,0,0,0,0,0,0,0,0,1
bord1248,Border Kuna,Chibchan,2,27.0,,,,,,2,19161.2188501596,13540.213859206524,79.34543299,76.05846631,78.5210811866115,72.25846297758015,1.47211283915818,1.4298742033122398,0,0,0,0,0,0,0,0,0,0,1
dora1242,Dorasque,Chibchan,5,27.0,,,,,,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,1,0,0
chan1324,Changuena,Chibchan,5,27.0,,,,,,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,1,0,0
boru1252,Boruca,Chibchan,5,27.0,,,,,awakening,1,18587.1532203482,18587.1532203482,87.17019653,87.17019653,79.3107672397967,79.3107672397967,1.01864686580616,1.01864686580616,0,0,0,0,0,0,0,0,1,0,0
teri1250,Teribe,Chibchan,1,27.0,,2,,,threatened,2,19161.2188501596,18874.1860352539,87.17019653,79.97084808,79.3107672397967,72.65330600417275,1.47211283915818,1.24537985248217,0,0,0,0,0,0,0,0,1,0,0
cabe1245,Cabécar,Chibchan,1,27.0,,2,,,threatened,1,18587.1532203482,18587.1532203482,87.17019653,87.17019653,79.3107672397967,79.3107672397967,1.01864686580616,1.01864686580616,0,0,0,0,0,0,0,0,1,0,0
brib1243,Bribri,Chibchan,1,27.0,,2,,,threatened,2,19161.2188501596,18874.1860352539,87.17019653,79.97084808,79.3107672397967,72.65330600417275,1.47211283915818,1.24537985248217,0,0,0,0,0,0,0,0,1,0,0
anti1242,Antioquian,Chibchan,5,27.0,,,,,,1,7919.20886825345,7919.20886825345,79.34543299,79.34543299,78.5210811866115,78.5210811866115,1.3876355674663,1.3876355674663,0,0,0,0,0,0,0,0,0,0,1
male1297,Maléku Jaíka,Chibchan,1,27.0,,3,,,endangered,1,18587.1532203482,18587.1532203482,87.17019653,87.17019653,79.3107672397967,79.3107672397967,1.01864686580616,1.01864686580616,0,0,0,0,0,0,0,0,1,0,0
huet1235,Huetar,Chibchan,5,27.0,,,,,,1,18587.1532203482,18587.1532203482,87.17019653,87.17019653,79.3107672397967,79.3107672397967,1.01864686580616,1.01864686580616,0,0,0,0,0,0,0,0,1,0,0
rama1270,Rama,Chibchan,3,27.0,,,,,,1,2847.53966339498,2847.53966339498,61.39550018,61.39550018,59.2628402709961,59.2628402709961,1.57956475560401,1.57956475560401,0,1,0,0,0,0,0,0,1,0,0
nima1245,Nimanbur,Nyulnyulan,5,10.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
nyul1247,Nyulnyul,Nyulnyulan,5,10.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
dyab1238,Dyaberdyaber,Nyulnyulan,5,10.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
djaw1238,Djawi,Nyulnyulan,5,10.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
bard1255,Bardi,Nyulnyulan,4,10.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
yawu1244,Yawuru,Nyulnyulan,5,10.0,,5,,5,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
dyug1238,Dyugun,Nyulnyulan,5,10.0,,,,,,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
nyig1240,Nyigina,Nyulnyulan,3,10.0,,4,,,severely endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
warr1258,Warrwa,Nyulnyulan,5,10.0,,5,,,critically endangered,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
ngum1253,Ngumbarl,Nyulnyulan,5,10.0,,,,,dormant,1,64603.9856308464,64603.9856308464,96.13140106,96.13140106,87.6021469990446,87.6021469990446,2.12571289816265,2.12571289816265,0,0,0,0,0,0,1,0,0,0,0
lenc1242,Lenca-Honduras,Lencan,5,2.0,,,,,,1,3426.43483328923,3426.43483328923,58.62269974,58.62269974,58.7850728104829,58.7850728104829,2.49057240695025,2.49057240695025,0,0,0,0,0,0,0,0,1,0,0
lenc1243,Lenca-Salvador,Lencan,5,2.0,,,,,dormant,1,5579.65969165029,5579.65969165029,66.47769928,66.47769928,75.0674905102199,75.0674905102199,1.06563734540893,1.06563734540893,0,0,0,0,0,0,0,0,1,0,0
mand1446,Mandan,Siouan,5,18.0,,,,,dormant,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
tute1247,Tutelo,Siouan,5,18.0,,,,,,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
ofoo1242,Ofo,Siouan,5,18.0,,,,,,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
bilo1248,Biloxi,Siouan,5,18.0,,,,,,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
cata1286,Catawba,Siouan,5,18.0,,,,,awakening,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
wocc1242,Woccon,Siouan,5,18.0,,,,,,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
iowa1245,Iowa-Oto,Siouan,5,18.0,,,,,awakening,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
hoch1243,Ho-Chunk,Siouan,1,18.0,,3,,,endangered,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
quap1242,Quapaw,Siouan,5,18.0,,,,,awakening,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
omah1247,Omaha-Ponca,Siouan,3,18.0,,4,,,severely endangered,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
osag1243,Osage,Siouan,5,18.0,,,,,awakening,1,84534.0407841548,84534.0407841548,94.69380188,94.69380188,80.1247798047184,80.1247798047184,1.04286346807884,1.04286346807884,0,0,0,0,0,0,0,0,1,0,0
