STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AZE,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Azerbaijan,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.271892748423,734.9442328056881,60.23512054059724,209.53095454842526,157.0635499470717,314.55801908333984,409.185543774103,505.5162041883355,561.9068078718692,573.8935287340307,655.0972495799167,703.6709985846863,763.1088954634868,883.6925807452558,1045.0136328105998,1578.3673303066716,2472.957257322871,3851.330151751412,5574.468104325748,4950.399490094231,5843.5337683582,7189.81869211976,7495.865276580995,7875.345366615495,7890.840280620872,5500.503646284862,3880.685227683798,4147.198142322201,4739.794312340805,4805.753717659173,4229.910649045028,5408.045351750229,7770.594223350996,7133.028380483284,7283.849907617904
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COM,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Comoros,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,720.685109658453,613.0380432360831,566.0330060923613,534.2476840148568,500.75266500374494,494.2549326457247,646.4619748917958,763.3103164080753,797.8015030273976,758.8612428153249,903.2043058184105,879.348889291867,938.595399659213,903.0337291125066,652.8980176885569,800.6235678029589,786.380773511866,714.5199686761152,704.4798174084856,707.2287766826229,633.3090327762441,681.1638576199628,764.6134983254302,959.6910493548119,1072.2840902962093,1105.7879686678848,1138.4790840434505,1289.7363105636107,1455.0276859558574,1410.3051695947322,1386.574242845299,1531.4378937295123,1490.315113512812,1603.3279710730321,1615.7172366201219,1329.3704823598596,1365.4840344449694,1423.9248027796975,1527.4052712528483,1510.2321815159219,1519.3466555620607,1554.9728919015288,1465.479642861996,1560.2737847685466,1662.7566331250366
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IDN,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Indonesia,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,53.20518669885809,64.65477306425558,74.09881141287931,79.11882348400205,78.54283938697522,90.11475491389557,129.88623108868512,200.71098445459077,231.06012061849674,275.7131678247956,330.670214101079,362.48377977900657,353.42417582632874,486.62017202115504,560.8303360329612,577.745632722784,507.68294565341415,519.774063103241,511.40088361802657,469.8342412534288,437.60655039936006,476.66248340581774,524.1430273225765,578.4201211353821,624.387495384411,673.6710395474199,817.395116417856,899.7939829498166,1011.2261420556773,1118.9213302412866,1044.6067483247177,454.877800792123,657.268934667018,763.7111249509245,732.3070934057076,881.0029135691312,1043.2105838671025,1126.8400444717279,1238.2144762948797,1558.3156284716338,1823.2197625507274,2124.5548392061796,2218.4854185297663,3065.6834837776487,3579.464424661521,3632.2725403033064,3566.6028450607755,3441.068084640084,3288.222697255384,3521.469434575738,3798.8832617452576,3860.9535309072558,4106.948561603577,3853.7028877414587,4287.173139950984,4730.834848361069,4876.3077451225245,4925.430487518614
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AUT,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Austria,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,939.9148146811735,1036.728204360826,1093.0141906156866,1172.5574462617756,1275.457152816794,1381.0772582442146,1494.0491138210596,1577.1414770516878,1685.6621166914788,1834.0780781796027,2050.7051537705042,2371.6524795500327,2912.595771115244,3875.483056185512,4612.6192077965625,5264.917720040513,5656.145138378701,6783.951421936655,8173.329263472452,9755.404456257897,10826.971827499463,9348.488323952324,9373.48820626125,9500.050704174944,8955.848291915341,9136.170925596945,13031.828101074401,16328.561304729586,17509.76586838173,17400.52266197414,21596.06821999802,22323.1312492943,24782.711876706326,23987.203724065654,25546.246052508723,30207.067431465202,29645.945125149115,26571.752362650797,27212.464290570828,27078.708161220133,24487.297468595614,24430.495982840985,26334.862215031993,32110.115966142475,36614.25065337066,38157.37022862003,40382.20782985749,46622.96229136355,51581.39823610713,47857.44466352659,46611.13934202319,51116.89535220424,48250.40591426372,50305.35457749725,51314.972261632225,43915.22802085699,45061.49939201917,47163.7425775142,51194.07498412994,49885.99473552041,48716.4098900349,53648.643797621386,52336.772522375766,56579.50417546799,58268.878765160116
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GEO,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Georgia,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543.5820245972798,1843.9034323585756,1853.4409083867467,1610.9802714686828,1307.8234271300644,757.2235485053577,550.0155426092244,519.8155788149649,578.3369234608658,689.0346341533118,807.0322857523524,851.515542450841,673.5377828872752,749.9085349939613,801.9838370792896,853.5261718689393,1010.0315163086844,1305.0474855720777,1642.7835941479732,1996.0201327228401,2635.3665027611623,3324.7537205015014,2822.689396687966,3281.7293093734293,4119.668183071927,4530.695334094308,4712.002293826649,4830.334861702489,4086.6223465964995,4143.4012568631515,4418.752065466785,4804.054604044404,4741.283271587601,4300.85701291207,5083.606954845773,6729.846599302833,8283.669606522612,9241.49122313713
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BRB,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Barbados,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,346.5754567933312,366.1354990847086,377.4384563658811,420.50438953849743,413.6254321652318,433.2286797612152,462.0284525551155,508.128619491284,505.88906614629434,566.8332050480268,666.4750087213848,749.8013510205017,856.0719731205867,1041.7295628082395,1243.3541747193692,1601.188832565158,1733.645407647408,1967.5934439566706,2197.8990624371936,2667.907510060448,4024.588566212041,4416.715198798568,4598.762639951302,4866.359990617564,5283.579440994409,5509.874602911501,6031.358607793827,6624.599395058087,7032.65370811416,7772.5502280336505,7781.405733061252,7790.262294391589,7519.201435448981,7904.707624263893,8223.166811817186,8460.47380869104,9011.778848387215,9521.571273771226,10734.36372428835,11244.308766839195,11674.673647176442,11639.516052205392,11760.452473613277,12075.958702064896,12886.366527246744,14214.420221357172,15619.600595551145,17235.439643478516,17565.692997059192,16294.909949183395,20610.51507213626,20508.149881038174,20804.11500046942,20410.206543856806,20192.70840817969,20424.208753001898,20295.56720720463,20284.57620524608,21381.242630320863,21912.15012428567,19194.491973673936,21079.614527179096,24387.038729376094,25583.878782726963,26544.870728262063
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NRU,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Nauru,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,2618.534459377246,2811.2146269152995,3190.5855389883714,3863.940690957289,5199.264975047663,5740.1997869631705,5703.203171407651,5646.3355809661025,5721.3136892722105,5949.562162336804,6137.681296114954,6593.906951887166,6576.833640470273,5895.702668110752,5653.961000200283,4858.933517458254,4568.678876534907,4484.508145869511,5011.580314846111,5722.767421974202,5775.55347423089,5333.379548896264,5102.596859139067,4310.244332986227,3920.5397298791404,3932.091093920902,3678.5624289463362,3661.028467013268,2908.8498652542776,2682.6948668004566,2648.601528609383,2232.308740267263,2084.648245209707,2463.2825907807883,3040.513498890001,2992.403827769265,2910.1414579468446,2272.1529130704457,3756.8453122876617,4410.567646689623,4735.920005020917,6444.036420946343,9842.770327318558,8974.518868744333,9230.054403289267,7747.2558499360675,8748.156326054284,9656.979765714845,11413.746301638905,10801.770565963465,10709.068810537998,14979.09989679903,12911.908644138142,12752.472385583755,13609.158837551997
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAF,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,St. Martin (French part),GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20930.582117775815,,,20638.770588237883,,,,,19033.06496348889,,21668.377652532254,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SGP,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Singapore,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,428.0561833712912,449.14813682077613,472.0827401539885,511.2022353714494,485.530686047381,516.5319286367451,566.8039744059614,626.0294375939842,708.6014368964215,812.6774873166182,925.7978643482139,1071.4115403553799,1264.3751072098653,1685.4597963216295,2341.705514236334,2489.9115751759145,2758.940380284755,2846.3359883285393,3193.905657223553,3900.5335531087276,4928.1391178575395,5596.585977230684,6077.634240709324,6633.236673664907,7228.317584106475,7001.766747711702,6799.930363326706,7539.029302124431,8914.441225747287,10394.538996240593,11861.75615913661,14502.379993860553,16136.240537766058,18290.13011318502,21552.410036694768,24914.850702035776,26232.86609682699,26375.865366811264,21829.2737831583,21796.637389100106,23852.83895147527,21699.741486890685,22159.837371063877,23730.384005456584,27608.08001342299,29961.317281273157,33768.452823465144,39432.88601988765,40008.57204890916,38926.805436545284,47236.68308495301,53891.45702643717,55547.55530777861,56967.42579403833,57564.80231149774,55645.60686146057,57005.58871765469,61236.251270626955,66881.60670352653,65952.03789592929,61410.079263078835,80056.12882478436,90299.0694637269,85412.23034523505,90674.066632628
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,POL,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Poland,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1731.2095094382037,2235.5410886252153,2459.0206846825326,2497.1305593612706,2874.83163555069,3700.959567751443,4163.511954319591,4137.008318231452,4533.535655178098,4415.500675478264,4520.641004491105,5015.237900366129,5223.451789670818,5720.81366178104,6711.72715262967,8043.923322537572,9068.855283076271,11272.529368338306,14048.560467265392,11556.302686602616,12567.731767638152,13867.666940819152,13087.42094332095,13621.902379403095,14262.284191411594,12637.522032440615,12464.011050847552,13913.340291992668,15658.212031679395,15874.522053125382,16150.930481347252,18635.51048957537,18891.212116927858,22145.26606474287,25103.56566142297
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRQ,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Iraq,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,218.917802531101,232.39261219086356,240.6534424616255,235.5136237637333,269.42309299610105,284.77757098584,298.2056667634906,290.64366448467763,318.83255256352476,319.86014321870636,337.0429126094423,383.55028703694086,394.41834302922985,475.58633567567387,1031.2508133269105,1165.8816394565258,1488.5433520048202,1608.7954512964754,1863.2176122972696,2871.329521959738,3867.6450074426175,2700.4120479087355,2941.974812538102,2743.3544921875528,3065.7178266235974,3087.6639415180593,2940.406231810915,3436.4763126352996,3707.2084176329677,3791.170275833994,10261.415770688827,22.952132761535218,30.253901263682504,53.743784234881936,198.18210188197398,619.1355309270377,485.2584927848249,936.3411709084211,900.937142559106,1560.364667102716,1980.1891603878187,1435.6956837889963,1266.1596127509445,817.8878624996222,1328.3715762829215,1762.39360423421,2276.554357440865,3128.9901032906632,4542.966090460324,3714.7120598719403,4461.751961615549,5775.542290802934,6477.596184509547,6650.352822473952,6249.3922697896905,4440.141892523674,4334.4209640418785,4759.284643546699,5646.689320747416,5671.856863294203,4295.189451212281,4868.494310807826,6520.73154560584,5965.318350777613,6073.610323427084
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIC,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Low income,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,126.04604545580031,133.29883679117188,151.03715111503124,150.1764495964502,163.09574426892226,177.92566531796618,207.292076594679,252.5440927018845,290.8881928502642,297.8854097272643,336.0676691385364,380.6310769780144,390.9354469716814,427.38816234942476,426.34432994898,417.9361868276462,388.44963002565066,371.974276792287,340.081322057494,349.2988999466025,358.20692322369064,378.98596482550687,400.17402402082314,489.354554846981,535.6369253610245,359.5031489595746,384.84744118486094,355.0699470967439,315.84336319623645,293.2240411094458,305.5830334135868,304.4913529436117,298.3727759640669,361.877753824032,332.0038496935686,358.7080858758665,389.59447837598316,442.42632428165894,520.3013559166569,586.1005522649107,689.1106067648301,799.4840165760296,752.6359272874895,825.7351888571743,869.7188274858547,773.887672422173,772.5002596046315,794.9902359168552,740.8895039422374,633.7929546275983,634.7107887247448,645.8460670782847,645.9982497203687,605.437906755342,651.812637638679,734.2041175953574,714.1517642427619,751.322764042233
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIE,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Liechtenstein,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,4262.032206403339,4856.009043233604,5645.232664188511,7282.373559601479,8271.735315427964,10332.512868137763,11326.348843121912,12416.869302052311,17456.93094870893,19674.412683944745,20958.739530266575,19929.41028023509,19885.612656297602,19814.853848996085,18898.36786933913,19684.26268522877,28612.886500479468,38206.22694672891,41568.54411827548,39551.6404002324,49457.56093432035,50811.7464531317,55057.11106256542,55604.54799720494,63935.990244546156,78909.70433777182,80688.71824903759,73590.86202897131,78302.99059058478,82682.28488217702,76087.91111420198,75067.80016800432,79795.1785891101,90108.36736470077,100280.8313567052,105295.0570276112,114167.93921130095,130492.5953495174,143249.22730209335,126024.71456746632,141089.81284901407,158066.36937916293,148842.03514434196,172823.60779464812,178735.15302090783,167187.15730982038,165375.4913962594,170547.092298954,174988.77508344554,166907.83930501563,164671.0935534544,201944.83033507594,188055.00323534798,206780.59035338453,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZMB,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Zambia,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,221.55984892284886,209.69320642695143,202.2810311905099,203.21945122758578,229.9792456320971,287.42547598963,325.0258472765623,340.5799403864118,387.08728865229415,458.9816507837445,413.9046752249445,372.1440715113891,409.78114635694806,517.6300551618726,601.1013714326912,489.50501874055794,533.2316317218533,474.3623624430187,514.334878626644,595.4558491019563,669.419722015371,669.8868293616838,626.5325334481952,520.4558335417698,413.26997427173455,332.17373725329793,238.23379616096963,314.9996026228411,504.48602015411365,526.3617692560721,422.3362988042192,423.07125683559224,389.2546658322258,390.91667378464575,426.38659839010165,433.3127826421176,399.51130474244934,465.8719421647989,373.08476305740777,349.5157230956866,359.4295009882214,396.54895299350363,393.86462551861615,446.2901048390412,548.6859745662773,710.9820681716964,1051.7171489568639,1118.7316262695265,1375.5021100699742,1136.2416831684773,1451.1061601715494,1624.8681776344254,1710.0506134372813,1820.718548273905,1707.485731366938,1295.877886800678,1239.0852787771328,1483.4657732806522,1463.8999785559306,1258.9861984446204,951.6443166559574,1127.1607787285725,1447.1231013803463,1330.7278057670908,1187.1094335006403
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LVA,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Latvia,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256.7736038705375,2360.1714816213007,2609.8930869719456,2893.7999871656257,3063.8979459970724,3278.178964408034,3504.6182946239664,4003.609357835385,4914.57992829302,6109.732651868175,7283.787381276217,9211.7374468148,13370.978945250783,15677.608086450567,11996.032272977303,11188.419170097699,12902.574053337019,13329.349993127104,14484.47152821325,15185.81458123595,13321.975314061563,13838.526682327232,15132.495833398172,17252.171042862567,17294.975160096918,17564.232154935427,20261.888778891633,20221.103686109032,22710.263754419742,23409.084515477498
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFE,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Eastern & Southern Africa,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,186.08920422398813,186.90905320298972,197.36754701303792,225.4000794224893,208.9627171378733,226.8361346157666,240.91179394747388,243.77359290936133,257.1438231397249,281.5788937088393,276.7329242130493,294.8141620527893,311.46505342184565,389.72902409965576,463.46877513604954,479.0787979464547,468.7745218114865,518.3586847205751,571.6173172308186,634.4481161302715,773.3012053469884,777.6279595686447,725.5475110935963,732.3454610871426,650.3468414396234,554.2212959142599,578.3174516516626,664.7918129421918,704.1420657648441,728.2433185744738,822.4029989063123,864.1740860406921,732.9109152122661,709.3235337114813,700.77212550809,766.5229310154451,746.7873346953575,767.3994115085796,697.0794153100277,670.4242125412104,706.7272609670093,625.8278154411498,630.5123276484624,815.4322962677348,989.015463629244,1126.297323391195,1235.2666081177138,1381.5525968928991,1447.5457543755215,1408.7534665942826,1628.9052479313925,1761.9892609615918,1732.0380214533523,1706.0227441262118,1690.1667924594424,1498.8752400758965,1334.4705003292756,1528.1042242128397,1552.0737219491925,1507.085599634839,1351.5916691087855,1562.4161747773767,1679.3276216646611,1571.449189189805,1615.3963556284916
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CIV,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Côte d’Ivoire,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,148.6807889841811,162.26276443632574,163.07667965912316,185.07682595896637,215.50624026426087,207.04483856640152,221.78639222894785,225.62093413146337,256.7687143448034,262.1922860037446,268.9577335745659,280.3336601507465,312.9423481005241,405.56897947268646,474.2238613622077,574.6264058774374,660.5386182291747,855.655691363342,1039.1149826873839,1157.001398053831,1237.802167682291,985.5075479074085,849.4797053910448,737.449968695419,708.9402521999446,694.9516914669229,877.1549567513626,929.6113629545135,909.534182158689,832.5598379582586,885.6478422149276,827.2418891669848,844.9022238067383,804.1496572112522,581.8884685774052,740.4730999133,1170.2362204966555,1124.6567486792735,1177.3713381534178,1096.1352058757184,936.6365413487983,924.7272949620664,967.8158644159911,1111.1713508788687,1199.8252452854629,1197.746169794149,1230.4305683858356,1367.5381772232606,1583.9706670137175,1540.45393569596,1553.5488704814325,1596.6282656599792,1546.9460184731029,1786.1586203132365,1991.3653942340416,1814.7185508801674,1862.5959708128676,1964.299303383425,2130.8661938114374,2141.7683617011467,2179.7293483293465,2455.9812764114818,2333.3712830125887,2591.965904811898,2727.8935220697044
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IMN,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Isle of Man,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,3892.818571076989,3980.2309305143945,5507.180038739838,7012.142113062397,8768.790532181716,9110.77499886082,11049.894939623468,11768.105897718551,12150.854545635151,10818.51396634142,11708.28574743511,12896.52528297161,13979.845493041063,16160.711251836095,18753.120230103403,21042.146181664804,21161.396307377203,21819.71238256062,24471.079881484653,28861.617806291757,35564.60239101461,38135.85978858581,42627.508935289115,55040.24370462358,72276.77413294613,66156.10565684695,70587.31402837412,77808.8579649376,79329.20343474341,83207.65884304506,91885.45287180257,84753.51874227317,82025.94545092407,83481.30384890136,89393.82442488115,87127.55179774042,79513.53303465979,94299.96934896502,88328.54812588703,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LAC,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Latin America & Caribbean (excluding high income),GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,320.8200977797329,345.62759047794265,347.39093479599677,371.29919947390033,414.120750222649,436.8313976472572,470.093943784685,465.5715313543611,488.1168836896846,533.0651523304034,565.0561599937105,610.3757974279248,677.3876574131973,884.9488486176625,1135.9427788026487,1195.9493414531041,1271.3541412698087,1346.827546955931,1594.7968843598767,1714.156296350294,2025.5563879203646,2276.292721421004,2054.0705255678354,1734.260480778647,1821.5614011742298,1755.0666580486024,1742.3535890409385,1872.037149955669,1996.9770162436766,2227.1643764235514,2437.1223633669924,2557.7849267011807,2727.104435565168,3231.0577877825663,3755.854730318336,3935.8660668969264,4229.222052348108,4542.606726918198,4506.991882364203,3936.584099164743,4290.89542947118,4122.79587535484,3658.159506413388,3686.287270463144,4149.537054805885,4960.449697901371,5717.844477604144,6672.177051303065,7623.4384073133615,6981.206567743005,8637.631714854748,9979.989726250296,9823.248944735098,9971.169272117106,9905.721935208552,8308.73911709951,7977.19727122285,8827.8501051856,8484.483352334088,8282.78290882792,6904.2767736959595,7970.6164425206025,9111.349270847688,10196.271088969028,10382.391112515197
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ATG,WB_WDI_NY_GDP_PCAP_CD,_T,_T,_T,USD,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Antigua and Barbuda,GDP per capita (current US$),Total,All age ranges or no breakdown by age,Total,US dollars,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,1213.6702171464626,1374.8202745360682,1705.1419904828747,2053.1032792127453,2310.1969982044207,2569.181823638874,2846.9933573577273,3270.781030406196,3814.3142290778956,4629.456764001539,5424.368477569616,6466.156834734236,7187.904841280285,7590.754424230465,7956.474309196476,8153.737863072687,8624.620168066278,9351.487537685045,9034.475529071431,9756.08717951992,10336.25916178377,10906.878540696138,11342.33492309131,12027.494976822187,11539.182506330753,11658.694991595603,12173.231986030505,13037.889577225696,14368.570879605784,16173.8136329968,18204.51240430678,18786.67431422159,16472.247852856835,15217.395079092219,14911.72750844715,15639.80781147868,15051.511358742462,15532.106206358443,16077.634076940634,16556.85518015876,16965.728827381565,18273.427068491186,18896.372183224772,15369.608225040141,17348.600698718186,20105.198908516442,21494.547400072708,23542.452694557796
